%Datos para crear un modelo de reconocimiento de actividades fisicas. 
%Orden supuesto: CHEST ACCX MEAN, ACCY MEAN ACCZ MEAN ACCX STD ACCY STD ACCZ STD ACCX MAX...LC ACCX MEAN... RLA....
%Orden real: 
@relation activities

%CHEST
@attribute chestAccXmean numeric
@attribute chestAccYmean numeric
@attribute chestAccZmean numeric
@attribute chestAccXstd numeric
@attribute chestAccYstd numeric
@attribute chestAccZstd numeric
@attribute chestAccXmax numeric
@attribute chestAccYmax numeric
@attribute chestAccZmax numeric
@attribute chestAccXmin numeric
@attribute chestAccYmin numeric
@attribute chestAccZmin numeric

%LC
@attribute lcAccXmean numeric
@attribute lcAccYmean numeric
@attribute lcAccZmean numeric
@attribute lcAccXstd numeric
@attribute lcAccYstd numeric
@attribute lcAccZstd numeric
@attribute lcAccXmax numeric
@attribute lcAccYmax numeric
@attribute lcAccZmax numeric
@attribute lcAccXmin numeric
@attribute lcAccYmin numeric
@attribute lcAccZmin numeric

%RLA
@attribute rlaAccXmean numeric
@attribute rlaAccYmean numeric
@attribute rlaAccZmean numeric
@attribute rlaAccXstd numeric
@attribute rlaAccYstd numeric
@attribute rlaAccZstd numeric
@attribute rlaAccXmax numeric
@attribute rlaAccYmax numeric
@attribute rlaAccZmax numeric
@attribute rlaAccXmin numeric
@attribute rlaAccYmin numeric
@attribute rlaAccZmin numeric

%CLASS ATTRIBUTE
@attribute activity {1,2,3,4,5,6,7,8,9,10,11,12}

@data
-8.2975,-0.95465,-2.1372,9.3109,4.1257,2.7011,5.0782,5.2955,2.4287,-21.911,-13.325,-12.186,2.1711,-11.047,-5.0655,6.6415,7.384,9.2724,19.7,19.957,23.299,-21.575,-19.489,-19.209,-9.0644,-4.0309,1.8003,9.878,7.5355,3.3174,9.2581,13.456,10.138,-21.599,-14.511,-2.8082,10
-7.8252,-0.62684,-1.7163,9.5153,3.2151,3.9508,5.0438,11.488,8.6655,-22.023,-11.014,-17.177,5.4073,-11.801,-1.8928,6.8662,6.6481,9.0637,19.752,12.962,13,-21.557,-19.393,-18.99,-6.9068,-3.8927,-4.0949,9.357,9.3061,6.323,6.7764,9.5069,3.021,-20.994,-18.932,-18.228,10
-8.1303,-0.3444,-1.6763,9.3015,3.772,4.4976,4.3562,13.927,8.7018,-22.147,-8.7212,-17.194,5.3403,-11.451,-3.1008,6.7565,7.0971,9.707,19.912,18.631,23.645,-21.638,-19.474,-19.016,-6.6002,-6.3375,-5.197,9.6473,9.4403,7.3964,8.2133,8.8424,2.7702,-20.966,-18.932,-18.227,10
-8.5208,-0.37421,-1.8983,9.2233,3.6689,4.1777,4.3638,12.43,7.6661,-22.067,-12.947,-17.42,4.974,-12.068,-1.5306,6.6707,5.5794,9.2442,19.82,-0.95442,23.208,-21.5,-19.408,-18.968,-6.8135,-4.0842,-3.9657,9.0181,9.7432,6.6772,10.088,8.6449,3.3044,-21.032,-18.942,-18.228,10
-8.0668,-0.55138,-2.0965,9.1454,2.9232,3.8581,4.2834,9.3391,7.9458,-21.939,-7.7095,-16.44,5.5391,-11.954,-2.2009,6.9327,5.9311,9.1225,19.715,2.036,13.741,-21.685,-19.37,-18.962,-6.5731,-5.4423,-4.2718,9.6033,9.8197,7.1792,8.5135,8.29,5.0103,-20.998,-18.932,-18.228,10
-8.3481,-0.20828,-1.9484,8.8868,3.316,3.9421,3.3687,12.274,7.5994,-22.013,-9.4176,-16.587,5.6879,-12.296,-2.6275,5.9396,6.2094,9.8571,19.795,11.775,23.181,-21.408,-19.408,-19.082,-6.2335,-6.6936,-5.1273,9.955,9.6886,6.9207,9.5912,8.8861,3.0876,-20.888,-18.962,-18.228,10
-9.0763,-0.28392,-2.0053,9.4219,3.4646,3.8838,4.4152,10.333,7.8984,-22.033,-12.242,-17.607,5.6941,-12.114,-1.2063,5.4515,6.5065,8.7433,19.837,14.812,13.598,-21.6,-19.436,-19.032,-7.3592,-4.6367,-4.5407,9.296,10.372,6.6516,9.0984,9.3408,2.7598,-20.971,-18.952,-18.228,10
-8.0772,-0.65227,-1.8912,8.9075,3.0633,3.6043,4.9835,8.5454,5.6849,-21.959,-8.6359,-16.848,5.5461,-11.772,-1.8226,6.69,6.6719,9.1049,19.984,16.991,23.301,-21.692,-19.478,-19.005,-6.4642,-5.2665,-3.7764,9.9709,10.25,6.0557,9.0391,10.214,3.2286,-21.112,-18.972,-18.23,10
-8.5574,-0.31775,-1.6885,9.1514,3.6163,4.0595,3.6788,13.521,7.838,-21.954,-11.241,-17.685,6.0512,-11.991,-2.47,5.012,6.7346,9.6642,19.973,15.937,23.233,-21.425,-19.429,-19.108,-6.1814,-7.2866,-5.3014,10.248,10.182,6.9659,11.318,11.091,2.6343,-20.866,-18.942,-18.228,10
-9.0296,-0.30835,-1.9027,9.017,3.3984,4.0109,3.3173,11.4,7.6749,-21.962,-9.8193,-17.526,5.377,-12.324,-1.4617,5.3951,5.8631,9.3086,20.003,10.489,23.244,-21.398,-19.448,-19.062,-7.5167,-5.2191,-4.2396,9.6066,10.996,6.6703,9.3342,11.108,4.1708,-21.024,-18.932,-18.228,10
-7.7916,-0.49718,-1.9333,9.2238,3.4209,3.8879,3.8573,12.06,6.2223,-22.11,-7.6202,-17.311,5.7045,-12.296,-1.0918,6.4034,6.171,9.4859,19.993,13.104,23.254,-21.576,-19.496,-19.05,-6.3214,-4.7478,-4.711,10.102,10.894,6.734,10.087,10.376,2.7881,-20.946,-18.929,-18.238,10
-8.6742,-0.53279,-1.8702,9.1117,3.8085,4.2732,4.7752,13.845,8.3723,-21.922,-12.563,-17.794,6.1739,-12.101,-3.042,5.6437,6.8098,9.4214,19.881,20.244,23.476,-21.524,-19.385,-19.029,-7.0101,-6.6655,-5.1161,9.979,9.6004,7.2474,10.04,9.2414,2.6612,-21.057,-18.962,-18.229,10
-8.7484,-0.0013666,-1.9867,9.121,3.7181,4.2161,3.6626,12.671,6.6352,-22.146,-11.716,-17.718,5.3784,-12.122,-1.4175,6.0572,6.2035,8.9956,19.915,16.704,21.014,-21.618,-19.445,-18.953,-6.0526,-4.4946,-5.6121,8.9991,10.701,7.4838,10.172,9.3576,2.3591,-20.81,-18.942,-18.228,10
-8.0495,-0.33893,-2.0331,9.1972,3.2597,3.925,4.4365,12.325,8.0672,-22.012,-8.843,-16.576,5.7677,-12.059,-1.8485,6.3036,7.1546,9.3413,19.901,20.729,23.392,-21.394,-19.488,-18.988,-6.4034,-4.951,-5.0684,9.3156,10.214,7.6438,9.3583,11.732,4.5713,-20.798,-18.932,-18.228,10
-8.235,-0.34938,-1.7384,9.1557,3.1099,4.192,4.2766,11.623,5.9618,-21.948,-6.4887,-16.528,5.8701,-11.871,-2.9134,6.5072,6.9041,9.1714,19.96,15.623,18.877,-21.679,-19.499,-19.01,-6.0506,-7.0811,-5.519,9.825,10.257,8.0685,9.7695,9.9796,4.5424,-20.863,-18.932,-18.228,10
-8.7319,-0.12872,-2.0589,9.2572,3.6786,4.3149,4.4546,13.078,8.8402,-22.097,-9.5894,-17.5,5.4639,-11.764,-1.2059,5.5726,6.3344,9.3703,19.784,16.727,23.49,-21.315,-19.406,-19.024,-6.6768,-4.6286,-5.0084,9.0224,10.309,7.8607,8.4244,8.5447,7.2698,-20.954,-18.942,-18.228,10
-8.4253,-0.87856,-1.7838,9.0745,3.1735,3.8456,4.7699,8.9046,4.7078,-22.047,-8.6458,-16.761,5.3973,-11.531,-3.2268,5.87,6.6528,9.4869,19.921,20.731,23.527,-21.418,-19.449,-19.172,-6.2789,-6.2323,-4.837,10.084,9.9572,7.1044,9.8663,9.6544,2.7561,-20.93,-18.952,-18.229,10
-8.0302,-0.19479,-1.6922,9.127,3.3156,3.9921,3.8992,12.264,6.9371,-22.001,-6.1448,-16.399,5.5991,-11.98,-2.9103,5.9232,6.9391,9.0846,19.553,19.296,8.7764,-21.522,-19.454,-18.976,-5.6702,-6.1899,-4.525,10.079,10.093,7.1804,12.171,8.0965,3.9321,-20.964,-18.932,-18.227,10
-8.5916,-0.37143,-1.89,9.1318,3.6764,3.9573,4.0207,13.308,6.2819,-22.053,-11.534,-17.701,5.4253,-12.412,-0.80101,5.5727,5.5315,8.4755,19.772,-0.053194,12.859,-21.508,-19.421,-19.004,-8.0138,-5.4801,-5.5376,9.992,11.289,7.4383,12.482,11.213,3.2898,-20.997,-18.942,-18.228,10
-8.8417,-0.60609,-1.8373,9.3884,3.119,3.7266,5.8576,10.99,7.6628,-21.997,-7.1908,-16.586,5.587,-11.583,-3.2354,6.2391,7.8062,9.3009,19.962,20.739,23.343,-21.51,-19.397,-19.023,-6.0376,-7.4922,-5.1286,10.164,10.089,7.266,10.939,10.177,3.5836,-20.98,-18.942,-18.228,10
-8.5855,-0.14719,-1.6002,9.1102,3.3773,4.0174,5.1367,10.955,9.007,-21.927,-13.592,-17.897,5.653,-12.151,-2.3791,5.863,6.0052,8.6018,19.798,11.28,10.374,-21.561,-19.377,-18.99,-6.8259,-5.4622,-4.7609,9.5041,10.456,7.6296,9.6571,9.0083,3.8518,-20.912,-18.942,-18.228,10
-8.0847,-0.62676,-1.5686,9.3892,3.5895,3.7307,5.0015,11.325,7.0613,-22.095,-10.014,-17.377,5.6077,-11.783,-1.3485,6.2199,6.6957,8.796,19.658,20.728,23.311,-21.45,-19.38,-18.993,-6.6844,-5.5714,-4.2076,9.8874,10.3,6.7697,9.6911,8.6384,4.5746,-20.965,-18.932,-18.227,10
-8.344,-0.3604,-1.6261,9.2279,3.035,3.9599,4.2555,9.7113,6.5982,-22.053,-8.0936,-16.725,5.7444,-11.425,-3.5854,6.5092,7.4513,8.9828,19.842,19.642,20.375,-21.568,-19.447,-19.028,-5.9912,-7.6759,-5.0718,10.915,10.062,7.2966,13.583,9.4588,3.4911,-20.974,-18.932,-18.228,10
-8.8927,-0.0092736,-1.776,9.3381,3.2591,3.8982,4.8274,11.886,6.0449,-22.117,-7.7144,-16.85,5.5759,-12.054,-1.2525,5.1594,6.1331,8.6662,19.977,12.017,23.252,-21.41,-19.459,-19.134,-7.7096,-5.0073,-5.2791,9.6026,11.209,7.4916,9.8963,10.75,4.3065,-20.94,-18.932,-18.228,10
-8.4536,-0.94077,-1.8489,9.1001,3.131,3.9127,5.1366,9.633,5.4753,-21.997,-8.1075,-16.631,5.7068,-11.253,-2.8582,6.7599,7.6116,9.15,19.771,18.388,22.104,-21.561,-19.407,-19.015,-5.9594,-6.4997,-4.2022,10.544,10.208,6.7451,11.498,9.8259,4.2524,-20.94,-18.932,-18.228,10
-8.0044,-0.14636,-1.6174,9.2444,3.5166,4.0952,4.3845,12.328,5.0752,-22.069,-10.694,-17.352,5.8141,-11.896,-3.176,6.906,6.7833,9.3943,19.725,20.334,16.004,-21.5,-19.378,-18.963,-5.6723,-7.294,-4.6073,10.885,10.328,7.5199,10.942,8.8472,5.4972,-21.012,-18.94,-18.228,10
-8.9916,-0.15138,-2.2314,9.1711,3.0914,4.0921,4.3784,11.931,6.4211,-21.925,-9.0471,-17.186,5.3476,-11.967,-1.1387,5.7311,6.239,7.929,19.745,11.554,10.137,-21.886,-19.418,-19.017,-8.2464,-6.5615,-5.2561,10.482,11.237,7.388,13.348,10.225,3.4439,-20.934,-18.942,-18.228,10
-8.2329,-0.40043,-2.0282,8.9656,3.828,3.8958,4.3091,8.6169,4.965,-22.015,-16.577,-15.285,5.4554,-12.879,-2.3836,7.2881,5.7293,10.111,19.871,2.8302,22.94,-21.457,-19.405,-19.012,-6.0378,-7.3207,-3.6805,11.045,10.517,6.2741,13.255,10.774,4.1676,-21.119,-18.912,-18.227,10
-8.1768,-0.32628,-1.8315,9.409,3.4407,4.1759,4.4761,11.283,8.4997,-22.071,-8.1797,-16.856,6.1105,-11.972,-3.4684,5.6019,7.0547,9.0205,19.679,19.549,13.353,-21.426,-19.471,-19.033,-5.6067,-7.8639,-4.8746,11.094,10.717,7.1562,12.825,10.319,3.2342,-21.028,-18.937,-18.228,10
-9.0523,-0.16578,-2.3276,9.2599,3.1551,3.8639,4.1768,10.052,5.7362,-21.953,-7.8274,-16.431,5.442,-12.303,-0.99403,5.3379,6.5652,8.2598,19.597,20.744,21.423,-21.421,-19.417,-19.007,-6.8342,-5.9177,-5.5583,10.034,10.587,7.8756,12.556,12.004,3.5138,-20.945,-18.942,-18.228,10
-8.4094,-0.49224,-1.9266,9.2934,3.1941,3.8982,5.2035,12.405,5.7059,-21.968,-9.2274,-17.089,5.8716,-11.823,-2.4874,6.7653,5.9276,9.5767,19.85,6.5072,23.831,-21.67,-19.386,-19.007,-5.9455,-6.276,-4.632,10.384,9.9985,7.3314,11.578,8.7536,3.3648,-21.016,-18.942,-18.228,10
-7.9429,-0.33464,-3.6428,9.5872,3.9796,3.7999,4.4808,9.6518,1.1764,-22.025,-17.834,-13.467,2.7303,-11.854,-3.7348,6.7872,6.1368,8.4317,19.596,20.756,8.121,-21.869,-19.411,-18.949,-6.2979,-3.8269,4.2098,9.5924,6.3851,6.9735,5.2593,5.678,21.647,-21.862,-18.615,-5.0609,10
-7.8775,0.54009,-3.5381,9.6681,4.1886,3.8713,5.2303,14.094,1.3899,-22.161,-17.39,-15.542,2.4161,-12.105,-1.8367,5.7136,5.7514,7.9162,19.672,10.993,8.9206,-21.833,-19.54,-19.351,-7.0219,-2.6896,5.0171,9.3608,6.953,7.3211,6.7885,6.307,23.949,-21.963,-18.521,-5.4942,10
-8.0227,0.037299,-3.5233,9.5382,3.6607,3.8096,4.5022,13.346,1.4855,-22.126,-10.027,-14.135,2.8154,-11.867,-3.4229,6.3592,5.8474,8.7878,19.843,9.0782,10.875,-21.638,-19.39,-18.995,-6.3048,-4.1316,4.9351,9.4332,6.7245,8.324,6.599,5.3406,24.123,-21.951,-18.587,-5.5309,10
-7.9682,0.16736,-3.2739,9.5658,3.9783,4.054,3.9966,9.5889,3.5622,-22.017,-15.592,-15.93,2.5106,-11.573,-1.7354,5.8659,6.8064,8.2411,19.599,20.4,9.9335,-22.123,-19.353,-18.938,-7.1778,-2.721,4.5558,9.7168,6.8154,6.8207,8.0792,6.4207,23.919,-21.903,-18.579,-3.6179,10
-7.9475,-0.30435,-3.4182,9.6522,3.6069,3.8367,5.1723,8.7833,2.0174,-22.034,-13.855,-14.656,2.5886,-11.682,-3.6242,6.6468,6.917,8.9833,19.606,18.908,21.738,-21.897,-19.378,-19.01,-6.3806,-3.9675,4.6089,9.5424,6.4367,7.7846,5.3914,5.3235,23.94,-21.913,-18.501,-5.1882,10
-7.9289,0.43613,-3.4233,9.8226,4.051,3.7981,4.4124,11.22,2.0543,-22.042,-15.775,-15.45,2.5471,-12.533,-1.3998,5.4623,5.3658,8.2169,19.586,-1.1832,16.154,-21.495,-19.39,-18.947,-7.1636,-2.7735,5.2788,9.5678,7.2086,7.8624,7.91,5.8789,23.91,-21.923,-18.551,-4.7396,10
-7.9077,-0.081945,-3.3476,9.7219,3.6247,3.9457,4.6966,10.311,2.0143,-22.045,-11.175,-16.313,2.9207,-11.606,-3.7027,6.5468,6.3456,8.8022,19.786,9.9384,10.425,-21.988,-19.489,-19.236,-6.2206,-4.3471,5.0048,9.5148,6.6963,8.2452,6.8365,5.5494,24.136,-21.915,-18.55,-5.4171,10
-8.0066,0.1434,-3.541,9.4351,4.2446,3.9854,4.0451,11.574,2.013,-22.05,-13.58,-15.903,2.4662,-12.82,-1.2522,5.8716,5.2838,8.7419,19.932,-1.5495,23.522,-21.712,-19.619,-19.354,-6.9195,-3.0764,5.3545,9.1191,7.2018,7.6068,6.9586,5.8389,23.95,-21.9,-18.532,-4.8272,10
-8.1466,-0.29492,-3.125,9.5384,4.1715,3.5316,4.488,11.08,1.1068,-22.06,-14.233,-15.443,2.3985,-12.107,-3.51,5.8048,5.9298,9.5253,19.623,14.377,23.491,-21.722,-19.538,-19.07,-6.7587,-4.0933,4.9133,9.6351,6.1802,7.722,5.7404,5.3626,23.974,-21.979,-18.501,-5.0988,10
-8.1748,0.42908,-3.1824,9.8408,3.8339,3.4874,4.5762,11.142,2.7095,-22.071,-14.258,-13.797,2.3782,-12.14,-1.6445,5.9439,5.7463,8.1765,19.596,4.5109,8.494,-21.883,-19.431,-18.995,-6.9842,-2.9565,6.1403,9.1184,6.9338,8.4499,5.3112,4.8374,24.059,-21.972,-18.502,-5.6012,10
-8.2454,-0.34368,-3.4177,9.4702,4.6648,3.8666,3.9906,11.82,1.0141,-22.095,-17.83,-14.97,2.512,-12.582,-3.3353,6.2776,5.4716,9.3764,19.596,-0.66462,23.637,-21.492,-19.479,-19.198,-6.7879,-4.3444,5.2028,9.5058,6.3055,7.7579,6.038,5.334,23.956,-21.903,-18.589,-5.0009,10
-8.0063,0.43251,-3.3868,9.4708,4.2824,3.8328,4.1257,11.583,2.7822,-22.08,-16.793,-15.726,2.1477,-12.351,-0.92663,5.8217,5.2199,8.5579,19.596,-1.5335,22.996,-21.365,-19.374,-18.939,-6.9185,-3.4892,5.3487,9.1125,7.184,7.139,5.8056,4.8107,23.887,-21.922,-18.587,-4.5273,10
-7.9073,-0.058357,-3.3887,9.5209,4.0922,3.9015,3.9227,11.166,1.1771,-22.102,-15.042,-15.333,2.5934,-12.333,-3.4685,5.7323,7.0388,9.3236,19.586,20.511,23.174,-22.112,-19.439,-19.132,-6.2065,-4.8982,4.8957,9.7773,7.1014,8.2102,6.8864,5.3143,23.96,-21.903,-18.583,-6.2592,10
-7.861,0.41732,-3.2766,9.6327,4.2443,3.8045,4.8571,10.332,4.8931,-22.086,-14.66,-16.172,2.4163,-12.042,-1.1228,5.4571,6.3323,8.1892,19.575,20.763,15.359,-21.862,-19.499,-19.228,-6.8453,-4.0239,5.2234,9.0275,7.4035,6.6906,6.7547,5.7364,22.251,-21.862,-18.588,-4.1542,10
-7.9309,0.33273,-3.4736,9.4616,3.5504,3.3875,4.4802,10.261,1.0763,-22.06,-8.2167,-13.336,2.5884,-11.952,-2.902,7.0513,5.9577,8.7602,19.596,12.074,17.468,-21.792,-19.391,-18.948,-6.4042,-4.6179,5.1412,8.8169,7.1625,7.6241,5.1813,5.3364,23.524,-21.874,-18.592,-4.841,10
-8.1657,0.39667,-3.3484,9.267,3.7236,3.43,4.2604,9.5456,1.0417,-22.053,-11.519,-12.68,2.1739,-11.887,-2.231,5.8047,6.911,8.3033,19.718,20.612,10.502,-21.971,-19.394,-18.95,-6.5581,-4.5448,5.0725,8.964,6.9776,7.4102,6.0555,4.6944,23.877,-21.871,-18.557,-5.0161,10
-8.0089,-0.030112,-3.3637,9.3221,3.8136,3.6085,4.3293,9.6019,1.9694,-21.997,-19.115,-16.104,2.3608,-11.578,-2.3807,6.874,7.0053,8.2438,19.754,20.573,14.981,-22.06,-19.388,-18.948,-6.5043,-4.5794,5.2525,8.9361,7.2779,6.9572,7.5205,5.5062,22.391,-21.822,-18.606,-4.6275,10
-8.2695,0.34419,-3.3643,9.4291,3.7695,3.5616,4.363,10.945,1.9853,-22.108,-15.331,-14.201,2.792,-12.096,-3.2984,6.7905,6.0506,8.8821,19.585,15.495,8.1656,-22.037,-19.52,-18.999,-6.6071,-5.2009,4.6341,9.3482,6.8452,6.4962,6.5833,5.7122,19.584,-21.762,-18.598,-4.5578,10
-8.4489,0.70433,-3.5399,9.6846,3.9459,3.8164,4.1039,11.242,1.2848,-22.092,-13.194,-15.335,2.2034,-12.242,-1.565,6.2784,5.5157,8.4789,19.624,5.6548,23.901,-21.815,-19.54,-19.362,-7.0229,-4.5176,5.1132,8.926,7.5209,6.4544,7.9782,5.1131,20.544,-21.732,-18.6,-4.8428,10
-8.3048,-0.22765,-3.5437,9.2094,3.8621,3.9253,3.4246,10.596,1.5102,-22.061,-12.394,-15.369,2.7501,-11.927,-3.6207,5.9952,5.7278,8.5164,19.625,12.197,8.8885,-22.016,-19.397,-18.967,-6.8527,-5.6688,4.6219,9.3779,6.9879,6.9511,6.5453,4.7853,21.534,-21.769,-18.646,-4.9988,10
-8.1076,0.59487,-3.1854,9.4647,3.7745,3.4972,3.8392,11.06,1.0231,-22.06,-11.597,-15.043,1.9588,-11.241,-1.2418,5.8619,6.7967,7.5914,19.67,20.517,7.7166,-22.095,-19.357,-18.948,-7.0946,-3.7489,5.2574,8.801,6.7167,6.6063,6.7023,4.4587,22.642,-21.869,-18.614,-4.2755,10
-8.1663,-0.38132,-3.318,9.2233,3.6995,3.8338,4.0749,9.9131,1.8912,-21.999,-14.748,-13.698,2.4686,-11.783,-3.2494,7.3237,7.1959,8.6142,19.663,20.703,11.44,-22.018,-19.338,-18.952,-6.2904,-5.7186,4.7546,9.3319,7.0621,7.1486,6.5517,5.2542,22.326,-21.799,-18.631,-5.0547,10
-7.8703,0.66561,-3.289,9.3552,3.8745,3.7124,3.5762,12.09,1.0082,-22.033,-13.796,-16.726,2.3288,-12.104,-1.7624,5.9151,5.6745,8.3765,19.577,9.6017,18.409,-21.97,-19.408,-19.039,-6.7264,-4.6216,4.425,9.018,7.4477,6.163,7.0923,5.1142,20.532,-21.801,-18.61,-4.7436,10
-7.8099,0.038166,-3.3774,9.2657,3.6979,3.5048,4.773,9.7516,0.80323,-22.041,-13.457,-15.295,2.4718,-11.732,-3.1928,6.5207,6.2202,8.6034,19.585,19.954,9.9949,-21.971,-19.494,-18.967,-6.6557,-4.8644,4.4861,9.0898,7.0539,6.3449,6.5225,5.9952,19.854,-21.779,-18.626,-4.1359,10
-8.401,-0.12411,-3.2488,9.0413,2.9857,3.2683,4.0109,8.5535,0.99896,-22.02,-8.0162,-13.009,2.2374,-12.198,-2.6813,5.7277,5.3073,8.6502,19.586,2.7502,19.733,-21.585,-19.431,-18.948,-6.5326,-4.9895,5.0177,9.9142,6.6918,6.496,8.1492,5.6777,21.595,-21.823,-18.605,-5.4223,10
-8.3537,0.42914,-3.387,9.3729,3.8106,3.2898,4.0713,10.487,0.65961,-22.021,-11.366,-14.092,1.8256,-12.106,-1.7013,5.4911,5.7148,8.7248,19.596,10.117,22.97,-21.639,-19.426,-18.949,-6.6682,-3.807,5.0125,9.1039,7.3767,7.0351,5.3783,5.0098,23.95,-21.961,-18.607,-4.8124,10
-8.4837,-0.12129,-3.455,9.6453,4.6856,3.7159,4.5893,11.897,1.8959,-22.106,-17.694,-14.873,2.7573,-11.617,-3.4432,6.661,6.125,8.7082,19.612,20.621,19.195,-22.013,-19.442,-18.948,-6.7236,-5.3244,4.4562,9.7203,6.9942,7.0496,8.0407,4.8204,23.95,-21.836,-18.589,-5.4906,10
-8.0616,0.32542,-3.3585,9.7074,4.51,3.7494,5.2457,15.603,1.1707,-22.096,-19.619,-15.814,1.9859,-12.006,-0.93075,5.1491,5.8676,8.1007,19.761,15.405,20.72,-21.712,-19.499,-19.223,-6.5968,-3.5248,5.3288,9.0218,7.1047,7.8009,6.9853,4.9794,23.95,-21.917,-18.626,-5.7832,10
-8.3028,-0.13499,-3.2511,9.6137,3.5143,3.5488,4.611,9.0268,1.1606,-22.034,-9.2662,-14.295,2.3331,-12.677,-3.6408,6.4851,5.408,9.4483,19.596,0.085049,23.185,-21.672,-19.54,-18.961,-6.6681,-4.8949,4.0707,9.6664,6.3983,6.3135,7.1757,4.5064,22.879,-21.872,-18.567,-3.8192,10
-8.1556,0.28628,-3.1932,9.5645,3.8409,3.3441,4.9692,11.68,1.1512,-22.102,-12.631,-15.086,2.2342,-12.48,-1.9303,5.3905,5.2347,8.764,19.596,-1.5298,21.923,-21.4,-19.439,-19.119,-7.0376,-3.7015,4.747,9.0999,6.8595,6.0565,6.6215,4.9128,21.533,-21.831,-18.591,-3.8945,10
-9.5417,-0.18106,1.0577,8.4084,2.0724,2.761,3.4301,4.3111,6.4366,-21.946,-6.6095,-3.6468,2.5536,-12.238,-4.89,5.43,7.125,8.6453,19.442,20.754,22.871,-21.442,-19.469,-19.157,-9.2663,-6.5609,-3.1038,12.101,12.644,4.5563,19.27,21.731,4.841,-21.304,-18.902,-16.237,10
-9.2632,-0.31229,1.2682,8.6495,2.098,2.9195,4.2114,4.5808,7.4346,-21.904,-5.128,-4.0828,3.3015,-11.308,-5.6549,4.6067,7.5736,8.1399,19.869,18.622,10.684,-7.6482,-19.449,-19.151,-9.9999,-7.2,-2.5575,11.099,10.888,4.7279,14.614,21.702,5.3379,-21.319,-18.853,-12.028,10
-10.027,-0.20734,1.2991,7.7752,2.0411,2.6491,4.0158,4.6262,6.3886,-21.874,-4.9007,-5.394,2.786,-11.83,-3.4827,4.1665,5.1391,7.3216,15.072,3.0195,19.161,-21.341,-19.429,-19.114,-9.3316,-1.3326,-2.8996,8.1894,8.579,5.1353,3.6211,16.842,3.8207,-21.422,-18.731,-17.528,10
-9.0523,-0.13033,1.2281,7.4125,1.9526,2.7104,3.3913,5.426,6.4126,-21.872,-5.1217,-5.8622,2.1676,-11.734,-3.1724,3.6228,5.6038,7.8926,12.479,6.6416,22.978,-10.389,-19.292,-19.091,-9.1763,1.0379,-2.4123,7.6956,6.9826,3.9967,2.7322,12.661,3.1147,-21.346,-9.3972,-14.584,10
-10.094,-0.54297,1.3231,6.7319,2.0222,2.396,2.6506,4.1741,5.2005,-21.815,-5.6952,-3.7758,2.9005,-11.193,-5.0551,3.5791,5.5071,8.2625,19.483,6.9883,23.064,-5.7852,-19.449,-19.12,-9.4069,0.68871,-3.0216,6.6595,5.3224,4.1396,4.1135,10.987,4.3076,-21.267,-11.214,-17.71,10
-9.6292,-0.25836,1.0753,7.3779,2.267,2.3833,2.1996,4.9038,7.3551,-21.914,-6.7654,-5.2517,2.4182,-11.349,-4.0752,5.3611,5.956,8.4983,19.48,9.306,22.82,-21.295,-19.429,-19.136,-8.1229,0.062103,-4.1524,8.0982,6.1094,4.9322,4.1799,11.293,1.7123,-21.169,-10.853,-15.919,10
-9.1491,-0.52293,1.2838,8.6956,2.692,2.5938,5.4757,4.5876,8.6924,-21.91,-9.145,-4.4622,2.9504,-11.791,-3.6275,3.9559,5.6715,7.7986,14.269,5.0864,23.047,-11.787,-19.429,-19.125,-9.5541,2.3493,-3.6823,9.092,6.6862,4.418,3.5094,10.652,3.4325,-21.19,-9.8531,-15.097,10
-10.07,-0.93191,1.3421,8.5361,2.323,2.5063,4.4798,3.8961,8.2292,-21.93,-9.4878,-3.8755,2.2464,-11.989,-4.6488,4.7271,6.1398,8.6677,19.531,13.006,22.994,-20.146,-19.399,-19.139,-9.256,1.5493,-1.9799,9.0235,7.1798,3.0632,4.5066,11.01,3.3829,-21.377,-12.492,-10.744,10
-9.0143,-0.3133,0.91535,8.6049,2.368,2.6199,4.8069,4.4311,8.6499,-21.925,-8.2149,-6.1545,3.0304,-11.661,-4.9583,4.0886,5.973,8.2038,18.02,7.9504,18.678,-9.8055,-19.427,-19.103,-8.6561,1.68,-2.9199,9.2576,7.4454,4.8568,5.5444,13.833,4.4078,-21.25,-10.796,-16.746,10
-9.9227,-0.35934,1.4623,7.6145,2.3142,2.8439,3.9401,5.0967,8.2485,-21.906,-4.9202,-6.4062,2.5636,-11.676,-2.7765,4.801,5.5653,8.0618,16.455,7.2565,23.066,-17.223,-19.365,-19.006,-10.404,1.4839,-1.6887,8.6057,6.5808,4.0196,3.9733,12.297,5.7881,-21.444,-14.235,-16.363,10
-9.222,-0.4129,1.7158,8.4163,2.1995,3.0743,5.7686,4.7856,9.5881,-21.975,-8.7649,-4.6675,2.8721,-11.61,-5.0594,4.4064,6.0678,8.4867,16.552,16.857,22.922,-12.253,-19.479,-19.16,-8.2944,1.7562,-1.9642,9.1191,7.178,4.5542,6.6042,12.456,5.2211,-21.272,-10.359,-17.179,10
